Action_end_bvh_frame,Action_end_rgb_frame,Action_end_rgb_sec,Action_label,Action_start_bvh_frame,Action_start_rgb_frame,Action_start_rgb_sec,Duration_sec,File,Meta_action_class_number,Meta_action_label,Operation,Recurrence,Subject
25045,6306,210.4,[OP060] Catch Fixture key LARD,24845,6255,208.72,1.68,P09_R01,7,Picking left,OP060,R01,P09
25064,6310,210.56,[OP060] Put down component,25045,6306,210.4,0.16,P09_R01,11,Put down component,OP060,R01,P09
25240,6355,212.04,[OP060] Catch Bolt B820 (x2),25064,6310,210.56,1.48,P09_R01,7,Picking left,OP060,R01,P09
25255,6358,212.16,[OP060] Put down component,25240,6355,212.04,0.12,P09_R01,11,Put down component,OP060,R01,P09
25402,6396,213.4,[OP060] Catch component,25264,6361,212.24,1.16,P09_R01,10,Take component,OP060,R01,P09
25593,6444,215.0,[OP060] Place LARD on P040 (P360-2),25407,6397,213.44,1.56,P09_R01,12,Assemble system,OP060,R01,P09
26002,6547,218.44,[OP060] Catch component,25778,6490,216.56,1.88,P09_R01,10,Take component,OP060,R01,P09
26240,6607,220.44,[OP060] Place FIXA1 on P360-2,26002,6547,218.44,2.0,P09_R01,12,Assemble system,OP060,R01,P09
26421,6652,221.96,[OP060] Take screwdriver,26254,6610,220.56,1.4,P09_R01,4,Take screwdriver,OP060,R01,P09
26859,6762,225.64,[OP060] Place FIXA1 on P360-2,26421,6652,221.96,3.68,P09_R01,12,Assemble system,OP060,R01,P09
27102,6824,227.68,[OP060] Put down screwdriver,26912,6776,226.08,1.6,P09_R01,5,Put down screwdriver,OP060,R01,P09
27369,6891,229.92,[OP060] Turn sheets,27145,6834,228.04,1.88,P09_R01,3,Turn sheets,OP060,R01,P09
27783,6995,233.4,[OP060] Turn sheets,27564,6940,231.56,1.84,P09_R01,3,Turn sheets,OP060,R01,P09
27988,7047,235.12,[OP060] Catch Fixation FIXA2,27802,7000,233.56,1.56,P09_R01,6,Picking in front,OP060,R01,P09
28354,7139,238.2,[OP060] Catch Bolt B820 (x2),27997,7049,235.2,3.0,P09_R01,7,Picking left,OP060,R01,P09
28602,7201,240.28,[OP060] Place FIXA2 on P360-2,28373,7144,238.36,1.92,P09_R01,12,Assemble system,OP060,R01,P09
28826,7258,242.16,[OP060] Take screwdriver,28621,7206,240.44,1.72,P09_R01,4,Take screwdriver,OP060,R01,P09
29016,7305,243.76,[OP060] Screw FIXA2 with B820,28826,7258,242.16,1.6,P09_R01,12,Assemble system,OP060,R01,P09
29497,7427,247.8,[OP060] Put down screwdriver,29016,7305,243.76,4.04,P09_R01,5,Put down screwdriver,OP060,R01,P09
29745,7489,249.88,[OP070] Catch P360-1,29530,7435,248.08,1.8,P09_R01,13,Take subsystem,OP070,R01,P09
29902,7528,251.2,[OP070] Catch Disk DI2T,29759,7492,250.0,1.2,P09_R01,6,Picking in front,OP070,R01,P09
29916,7532,251.32,[OP070] Put down component,29902,7528,251.2,0.12,P09_R01,11,Put down component,OP070,R01,P09
30083,7574,252.72,[OP070] Catch Bolt B835,29935,7537,251.48,1.24,P09_R01,7,Picking left,OP070,R01,P09
30278,7623,254.36,[OP070] Catch Nut ECR8,30097,7578,252.84,1.52,P09_R01,7,Picking left,OP070,R01,P09
30326,7635,254.76,[OP070] Put down component,30278,7623,254.36,0.4,P09_R01,11,Put down component,OP070,R01,P09
30673,7723,257.68,[OP070] Catch component,30597,7703,257.04,0.64,P09_R01,10,Take component,OP070,R01,P09
30821,7760,258.92,[OP070] Place DI2T on P360-2,30673,7723,257.68,1.24,P09_R01,12,Assemble system,OP070,R01,P09
31468,7923,264.36,[OP070] Catch component,31378,7900,263.6,0.76,P09_R01,10,Take component,OP070,R01,P09
31678,7976,266.12,[OP070] Place ECR8 on DI2T,31468,7923,264.36,1.76,P09_R01,12,Assemble system,OP070,R01,P09
31892,8030,267.92,[OP070] Take screwdriver,31721,7986,266.48,1.44,P09_R01,4,Take screwdriver,OP070,R01,P09
32263,8123,271.04,[OP070] Screw P360-2 with B835,31892,8030,267.92,3.12,P09_R01,12,Assemble system,OP070,R01,P09
32468,8175,272.76,[OP070] Put down screwdriver,32263,8123,271.04,1.72,P09_R01,5,Put down screwdriver,OP070,R01,P09
33144,8345,278.44,[OP070] Put down Lower Part,32711,8236,274.8,3.64,P09_R01,14,Put down subsystem,OP070,R01,P09
1600,403,13.44,[OP010] Place LARD on Profile P360-1,1314,331,11.04,2.4,P09_R02,12,Assemble system,OP010,R02,P09
1828,460,15.36,[OP010] Catch component,1657,417,13.92,1.44,P09_R02,10,Take component,OP010,R02,P09
1900,478,15.96,[OP010] Catch component,1828,460,15.36,0.6,P09_R02,10,Take component,OP010,R02,P09
2157,543,18.12,[OP010] Take screwdriver,1976,498,16.6,1.52,P09_R02,4,Take screwdriver,OP010,R02,P09
2304,580,19.36,[OP010] Screw FIXA1 with B820,2157,543,18.12,1.24,P09_R02,12,Assemble system,OP010,R02,P09
2500,629,21.0,[OP010] Take measuring rod,2314,583,19.44,1.56,P09_R02,8,Take measuring rod,OP010,R02,P09
2747,692,23.08,[OP010] Place FIXA1 on LARD at 160mm,2500,629,21.0,2.08,P09_R02,12,Assemble system,OP010,R02,P09
2928,737,24.6,[OP010] Screw FIXA1 with B820,2785,701,23.4,1.2,P09_R02,12,Assemble system,OP010,R02,P09
3019,760,25.36,[OP010] Put down screwdriver,2928,737,24.6,0.76,P09_R02,5,Put down screwdriver,OP010,R02,P09
3162,796,26.56,[OP010] Put down measuring rod,3019,760,25.36,1.2,P09_R02,9,Put down measuring rod,OP010,R02,P09
3652,919,30.68,[OP020] Turn sheets,3333,839,28.0,2.68,P09_R02,3,Turn sheets,OP020,R02,P09
3795,955,31.88,[OP020] Catch Fixation FIXA1,3661,922,30.76,1.12,P09_R02,6,Picking in front,OP020,R02,P09
3942,993,33.12,[OP020] Catch Bolt B820,3795,955,31.88,1.24,P09_R02,7,Picking left,OP020,R02,P09
3976,1001,33.4,[OP020] Put down component,3942,993,33.12,0.28,P09_R02,11,Put down component,OP020,R02,P09
4161,1048,34.96,[OP020] Catch Fixture key LARD,3976,1001,33.4,1.56,P09_R02,7,Picking left,OP020,R02,P09
4728,1190,39.72,[OP020] Place LARD on P360-1,4228,1065,35.52,4.2,P09_R02,12,Assemble system,OP020,R02,P09
4861,1224,40.84,[OP020] Catch component,4728,1190,39.72,1.12,P09_R02,10,Take component,OP020,R02,P09
5004,1260,42.04,[OP020] Catch component,4876,1228,40.96,1.08,P09_R02,10,Take component,OP020,R02,P09
5285,1331,44.4,[OP020] Take screwdriver,5095,1283,42.8,1.6,P09_R02,4,Take screwdriver,OP020,R02,P09
5390,1357,45.28,[OP020] Screw FIXA1 with B820,5285,1331,44.4,0.88,P09_R02,12,Assemble system,OP020,R02,P09
5566,1401,46.76,[OP020] Take measuring rod,5418,1364,45.52,1.24,P09_R02,8,Take measuring rod,OP020,R02,P09
5695,1434,47.84,[OP020] Place FIXA1 on LARD at 160mm,5566,1401,46.76,1.08,P09_R02,12,Assemble system,OP020,R02,P09
5866,1477,49.28,[OP020] Take screwdriver,5733,1443,48.16,1.12,P09_R02,4,Take screwdriver,OP020,R02,P09
6014,1514,50.52,[OP020] Screw FIXA1 with B820,5866,1477,49.28,1.24,P09_R02,12,Assemble system,OP020,R02,P09
6099,1536,51.24,[OP020] Put down screwdriver,6014,1514,50.52,0.72,P09_R02,5,Put down screwdriver,OP020,R02,P09
6266,1578,52.64,[OP020] Put down measuring rod,6099,1536,51.24,1.4,P09_R02,9,Put down measuring rod,OP020,R02,P09
6785,1708,57.0,[OP030] Catch Pillow block bearing PAL4019 (x2),6490,1634,54.52,2.48,P09_R02,6,Picking in front,OP030,R02,P09
6832,1720,57.4,[OP030] Put down component,6785,1708,57.0,0.4,P09_R02,11,Put down component,OP030,R02,P09
7128,1795,59.88,[OP030] Catch Fixation FIXT (x2),6832,1720,57.4,2.48,P09_R02,6,Picking in front,OP030,R02,P09
7394,1862,62.12,[OP030] Catch Fixture key LARD (x2),7142,1798,60.0,2.12,P09_R02,7,Picking left,OP030,R02,P09
7451,1876,62.6,[OP030] Put down component,7409,1865,62.24,0.36,P09_R02,11,Put down component,OP030,R02,P09
7737,1948,65.0,[OP030] Catch Bolt B840 (x2),7475,1882,62.8,2.2,P09_R02,7,Picking left,OP030,R02,P09
7951,2002,66.8,[OP030] Catch component,7737,1948,65.0,1.8,P09_R02,10,Take component,OP030,R02,P09
8442,2125,70.92,[OP030] Place LARD on P360-1 (x2),7951,2002,66.8,4.12,P09_R02,12,Assemble system,OP030,R02,P09
8637,2175,72.56,[OP030] Catch component,8494,2139,71.36,1.2,P09_R02,10,Take component,OP030,R02,P09
8789,2213,73.84,[OP030] Catch component,8637,2175,72.56,1.28,P09_R02,10,Take component,OP030,R02,P09
9161,2306,76.96,[OP030] Catch component,9004,2267,75.64,1.32,P09_R02,10,Take component,OP030,R02,P09
9423,2372,79.16,[OP030] Catch component,9251,2329,77.72,1.44,P09_R02,10,Take component,OP030,R02,P09
9504,2393,79.84,[OP030] Place FIXT on LARD (x2),9423,2372,79.16,0.68,P09_R02,12,Assemble system,OP030,R02,P09
9732,2450,81.76,[OP030] Place PAL4019 on FIXT (x2),9504,2393,79.84,1.92,P09_R02,12,Assemble system,OP030,R02,P09
9932,2501,83.44,[OP030] Catch component,9751,2455,81.92,1.52,P09_R02,10,Take component,OP030,R02,P09
10437,2628,87.68,[OP030] Take screwdriver,10251,2581,86.12,1.56,P09_R02,4,Take screwdriver,OP030,R02,P09
10846,2731,91.12,[OP030] Screw PAL4019 with B820 (x2),10437,2628,87.68,3.44,P09_R02,12,Assemble system,OP030,R02,P09
11484,2892,96.48,[OP030] Screw PAL4019 with B820 (x2),10961,2760,92.08,4.4,P09_R02,12,Assemble system,OP030,R02,P09
11627,2927,97.68,[OP030] Put down screwdriver,11503,2896,96.64,1.04,P09_R02,5,Put down screwdriver,OP030,R02,P09
11856,2985,99.6,[OP030] Catch Cover CAPO (x2),11627,2927,97.68,1.92,P09_R02,6,Picking in front,OP030,R02,P09
12222,3077,102.68,[OP030] Place CAPO on P360-1(x2),11913,2999,100.08,2.6,P09_R02,12,Assemble system,OP030,R02,P09
12903,3249,108.4,[OP030] Place CAPO on P360-1(x2),12341,3107,103.68,4.72,P09_R02,12,Assemble system,OP030,R02,P09
13513,3402,113.52,[OP030] Put down Profile P360-1,13208,3325,110.96,2.56,P09_R02,14,Put down subsystem,OP030,R02,P09
13965,3516,117.32,[OP040] Turn sheets,13694,3448,115.04,2.28,P09_R02,3,Turn sheets,OP040,R02,P09
14208,3577,119.36,[OP040] Catch Fixation FIXA2,13984,3521,117.48,1.88,P09_R02,6,Picking in front,OP040,R02,P09
14851,3739,124.76,[OP040] Catch Bolt B820,14622,3682,122.84,1.92,P09_R02,7,Picking left,OP040,R02,P09
15355,3866,129.0,[OP040] Place FIXL on P360-2,14903,3752,125.2,3.8,P09_R02,12,Assemble system,OP040,R02,P09
15536,3912,130.52,[OP040] Take screwdriver,15365,3869,129.08,1.44,P09_R02,4,Take screwdriver,OP040,R02,P09
15765,3969,132.44,[OP040] Screw FIXA2 with B820,15536,3912,130.52,1.92,P09_R02,12,Assemble system,OP040,R02,P09
16150,4066,135.67999,[OP040] Put down screwdriver,15979,4023,134.24001,1.44,P09_R02,5,Put down screwdriver,OP040,R02,P09
16322,4109,137.12,[OP040] Catch Fixation FIXL,16184,4075,135.96001,1.16,P09_R02,6,Picking in front,OP040,R02,P09
16493,4153,138.56,[OP040] Catch Strap clamps BRIT (x2),16327,4111,137.16,1.4,P09_R02,7,Picking left,OP040,R02,P09
16969,4273,142.56,[OP040] Place BRIT1 and BRIT2 on FIXL,16507,4156,138.67999,3.88,P09_R02,12,Assemble system,OP040,R02,P09
17212,4334,144.60001,[OP040] Catch Bolt B820PT,17041,4291,143.16,1.44,P09_R02,7,Picking left,OP040,R02,P09
17636,4440,148.16,[OP040] Place FIXA2 on P360-2,17212,4334,144.60001,3.56,P09_R02,12,Assemble system,OP040,R02,P09
17864,4498,150.08,[OP040] Take screwdriver,17655,4445,148.32001,1.76,P09_R02,4,Take screwdriver,OP040,R02,P09
18112,4560,152.16,[OP040] Screw FIXL with B820PT,17874,4500,150.16,2.0,P09_R02,12,Assemble system,OP040,R02,P09
18255,4596,153.36,[OP040] Put down screwdriver,18122,4563,152.24001,1.12,P09_R02,5,Put down screwdriver,OP040,R02,P09
18683,4704,156.96001,[OP050] Turn sheets,18369,4625,154.32001,2.64,P09_R02,3,Turn sheets,OP050,R02,P09
18850,4746,158.36,[OP050] Catch Profile P040,18693,4706,157.03999,1.32,P09_R02,6,Picking in front,OP050,R02,P09
19150,4822,160.88,[OP050] Catch Strap clamps BRIT (x2),18860,4748,158.44,2.44,P09_R02,7,Picking left,OP050,R02,P09
19431,4892,163.24001,[OP050] Place BRIT1 and BRIT2 on P040,19217,4838,161.44,1.8,P09_R02,12,Assemble system,OP050,R02,P09
19579,4929,164.48,[OP050] Catch component,19431,4892,163.24001,1.24,P09_R02,10,Take component,OP050,R02,P09
19740,4970,165.84,[OP050] Place BRIT1 and BRIT2 on P040,19579,4929,164.48,1.36,P09_R02,12,Assemble system,OP050,R02,P09
20012,5039,168.12,[OP050] Catch Bolt B820PT,19826,4992,166.56,1.56,P09_R02,7,Picking left,OP050,R02,P09
20293,5109,170.48,[OP050] Place P040 on P360-2,20012,5039,168.12,2.36,P09_R02,12,Assemble system,OP050,R02,P09
20493,5160,172.16,[OP050] Take screwdriver,20307,5113,170.60001,1.56,P09_R02,4,Take screwdriver,OP050,R02,P09
20750,5224,174.32001,[OP050] Screw P040 with B820PT,20493,5160,172.16,2.16,P09_R02,12,Assemble system,OP050,R02,P09
20878,5257,175.39999,[OP050] Put down screwdriver,20750,5224,174.32001,1.08,P09_R02,5,Put down screwdriver,OP050,R02,P09
21369,5380,179.52,[OP060] Catch Fixture key LARD,21135,5321,177.56,1.96,P09_R02,7,Picking left,OP060,R02,P09
21531,5421,180.88,[OP060] Catch Fixation FIXA1,21369,5380,179.52,1.36,P09_R02,6,Picking in front,OP060,R02,P09
21664,5455,182.0,[OP060] Put down component,21531,5421,180.88,1.12,P09_R02,11,Put down component,OP060,R02,P09
22040,5549,185.16,[OP060] Catch Bolt B820 (x2),21726,5470,182.52,2.64,P09_R02,7,Picking left,OP060,R02,P09
22354,5628,187.8,[OP060] Place LARD on P040 (P360-2),22107,5566,185.72,2.08,P09_R02,12,Assemble system,OP060,R02,P09
22483,5661,188.88,[OP060] Catch component,22373,5633,187.96001,0.92,P09_R02,10,Take component,OP060,R02,P09
22645,5701,190.24001,[OP060] Catch component,22483,5661,188.88,1.36,P09_R02,10,Take component,OP060,R02,P09
22935,5775,192.67999,[OP060] Place FIXA1 on P360-2,22645,5701,190.24001,2.44,P09_R02,12,Assemble system,OP060,R02,P09
23135,5825,194.36,[OP060] Take screwdriver,22935,5775,192.67999,1.68,P09_R02,4,Take screwdriver,OP060,R02,P09
23645,5953,198.64,[OP060] Screw FIXA1 with B820,23135,5825,194.36,4.28,P09_R02,12,Assemble system,OP060,R02,P09
23978,6037,201.44,[OP060] Put down screwdriver,23664,5958,198.8,2.64,P09_R02,5,Put down screwdriver,OP060,R02,P09
24278,6113,203.96001,[OP060] Turn sheets,23978,6037,201.44,2.52,P09_R02,3,Turn sheets,OP060,R02,P09
24435,6152,205.28,[OP060] Catch Fixation FIXA2,24292,6116,204.08,1.2,P09_R02,6,Picking in front,OP060,R02,P09
24592,6192,206.60001,[OP060] Catch Bolt B820 (x2),24435,6152,205.28,1.32,P09_R02,7,Picking left,OP060,R02,P09
24783,6240,208.2,[OP060] Place FIXA2 on P360-2,24592,6192,206.60001,1.6,P09_R02,12,Assemble system,OP060,R02,P09
24987,6291,209.92,[OP060] Take screwdriver,24792,6242,208.28,1.64,P09_R02,4,Take screwdriver,OP060,R02,P09
25206,6346,211.75999,[OP060] Screw FIXA2 with B820,24987,6291,209.92,1.84,P09_R02,12,Assemble system,OP060,R02,P09
25444,6406,213.75999,[OP060] Put down screwdriver,25216,6349,211.84,1.92,P09_R02,5,Put down screwdriver,OP060,R02,P09
25878,6515,217.39999,[OP070] Catch Disk DI2T,25640,6456,215.39999,2.0,P09_R02,6,Picking in front,OP070,R02,P09
25902,6521,217.60001,[OP070] Put down component,25878,6515,217.39999,0.2,P09_R02,11,Put down component,OP070,R02,P09
26073,6565,219.03999,[OP070] Catch Bolt B835,25902,6521,217.60001,1.44,P09_R02,7,Picking left,OP070,R02,P09
26244,6608,220.48,[OP070] Catch Nut ECR8,26073,6565,219.03999,1.44,P09_R02,7,Picking left,OP070,R02,P09
26278,6616,220.75999,[OP070] Put down component,26244,6608,220.48,0.28,P09_R02,11,Put down component,OP070,R02,P09
26392,6645,221.72,[OP070] Catch component,26287,6619,220.84,0.88,P09_R02,10,Take component,OP070,R02,P09
26516,6676,222.75999,[OP070] Place DI2T on P360-2,26392,6645,221.72,1.04,P09_R02,12,Assemble system,OP070,R02,P09
26716,6726,224.44,[OP070] Catch P360-1,26563,6688,223.16,1.28,P09_R02,13,Take subsystem,OP070,R02,P09
27168,6840,228.24,[OP070] Catch component,27097,6822,227.64,0.6,P09_R02,10,Take component,OP070,R02,P09
27444,6910,230.56,[OP070] Place ECR8 on DI2T,27168,6840,228.24,2.32,P09_R02,12,Assemble system,OP070,R02,P09
27730,6982,232.96,[OP070] Take screwdriver,27563,6940,231.56,1.4,P09_R02,4,Take screwdriver,OP070,R02,P09
28097,7074,236.04,[OP070] Screw P360-2 with B835,27730,6982,232.96,3.08,P09_R02,12,Assemble system,OP070,R02,P09
28239,7110,237.24,[OP070] Put down screwdriver,28097,7074,236.04,1.2,P09_R02,5,Put down screwdriver,OP070,R02,P09
29187,7349,245.2,[OP070] Put down Lower Part,28549,7188,239.84,5.36,P09_R02,14,Put down subsystem,OP070,R02,P09
733,185,6.16,[OP010] Turn sheets,405,102,3.4,2.76,P09_R03,3,Turn sheets,OP010,R03,P09
924,233,7.76,[OP010] Catch Fixation FIXA1,733,185,6.16,1.6,P09_R03,6,Picking in front,OP010,R03,P09
1071,270,9.0,[OP010] Catch Fixture key LARD,933,235,7.84,1.16,P09_R03,7,Picking left,OP010,R03,P09
1109,279,9.32,[OP010] Put down component,1071,270,9.0,0.32,P09_R03,11,Put down component,OP010,R03,P09
1324,333,11.12,[OP010] Catch Bolt B820,1119,282,9.4,1.72,P09_R03,7,Picking left,OP010,R03,P09
2252,567,18.92,[OP010] Place LARD on Profile P360-1,1795,452,15.08,3.84,P09_R03,12,Assemble system,OP010,R03,P09
2362,595,19.84,[OP010] Catch component,2252,567,18.92,0.92,P09_R03,10,Take component,OP010,R03,P09
2509,632,21.08,[OP010] Catch component,2385,601,20.04,1.04,P09_R03,10,Take component,OP010,R03,P09
2804,706,23.56,[OP010] Take screwdriver,2638,664,22.16,1.4,P09_R03,4,Take screwdriver,OP010,R03,P09
3057,770,25.68,[OP010] Screw FIXA1 with B820,2828,712,23.76,1.92,P09_R03,12,Assemble system,OP010,R03,P09
3252,819,27.32,[OP010] Take measuring rod,3109,783,26.12,1.2,P09_R03,8,Take measuring rod,OP010,R03,P09
3423,862,28.76,[OP010] Place FIXA1 on LARD at 160mm,3252,819,27.32,1.44,P09_R03,12,Assemble system,OP010,R03,P09
3700,931,31.08,[OP010] Screw FIXA1 with B820,3528,888,29.64,1.44,P09_R03,12,Assemble system,OP010,R03,P09
3819,961,32.08,[OP010] Put down screwdriver,3714,935,31.2,0.88,P09_R03,5,Put down screwdriver,OP010,R03,P09
3923,988,32.96,[OP010] Put down measuring rod,3819,961,32.08,0.88,P09_R03,9,Put down measuring rod,OP010,R03,P09
4366,1099,36.68,[OP020] Turn sheets,4076,1026,34.24,2.44,P09_R03,3,Turn sheets,OP020,R03,P09
4528,1140,38.04,[OP020] Catch Fixation FIXA1,4371,1100,36.72,1.32,P09_R03,6,Picking in front,OP020,R03,P09
4695,1182,39.44,[OP020] Catch Bolt B820,4533,1141,38.08,1.36,P09_R03,7,Picking left,OP020,R03,P09
4852,1222,40.76,[OP020] Catch Fixture key LARD,4695,1182,39.44,1.32,P09_R03,7,Picking left,OP020,R03,P09
4880,1229,41.0,[OP020] Put down component,4852,1222,40.76,0.24,P09_R03,11,Put down component,OP020,R03,P09
5242,1320,44.04,[OP020] Place LARD on P360-1,4914,1237,41.28,2.76,P09_R03,12,Assemble system,OP020,R03,P09
5361,1350,45.04,[OP020] Catch component,5242,1320,44.04,1.0,P09_R03,10,Take component,OP020,R03,P09
5842,1471,49.08,[OP020] Take screwdriver,5661,1425,47.56,1.52,P09_R03,4,Take screwdriver,OP020,R03,P09
5980,1506,50.24,[OP020] Screw FIXA1 with B820,5842,1471,49.08,1.16,P09_R03,12,Assemble system,OP020,R03,P09
6142,1546,51.6,[OP020] Take measuring rod,5995,1509,50.36,1.24,P09_R03,8,Take measuring rod,OP020,R03,P09
6285,1582,52.8,[OP020] Place FIXA1 on LARD at 160mm,6142,1546,51.6,1.2,P09_R03,12,Assemble system,OP020,R03,P09
6466,1628,54.32,[OP020] Take screwdriver,6285,1582,52.8,1.52,P09_R03,4,Take screwdriver,OP020,R03,P09
6637,1671,55.76,[OP020] Screw FIXA1 with B820,6466,1628,54.32,1.44,P09_R03,12,Assemble system,OP020,R03,P09
6747,1699,56.68,[OP020] Put down screwdriver,6661,1677,55.96,0.72,P09_R03,5,Put down screwdriver,OP020,R03,P09
6871,1730,57.72,[OP020] Put down measuring rod,6747,1699,56.68,1.04,P09_R03,9,Put down measuring rod,OP020,R03,P09
7528,1895,63.24,[OP030] Catch Pillow block bearing PAL4019 (x2),7013,1766,58.92,4.32,P09_R03,6,Picking in front,OP030,R03,P09
7561,1904,63.52,[OP030] Put down component,7528,1895,63.24,0.28,P09_R03,11,Put down component,OP030,R03,P09
7728,1946,64.92,[OP030] Catch Fixation FIXT (x2),7561,1904,63.52,1.4,P09_R03,6,Picking in front,OP030,R03,P09
7747,1950,65.08,[OP030] Put down component,7728,1946,64.92,0.16,P09_R03,11,Put down component,OP030,R03,P09
7999,2014,67.2,[OP030] Catch Fixture key LARD (x2),7756,1953,65.16,2.04,P09_R03,7,Picking left,OP030,R03,P09
8313,2093,69.84,[OP030] Catch Bolt B840 (x2),8009,2016,67.28,2.56,P09_R03,7,Picking left,OP030,R03,P09
8356,2104,70.2,[OP030] Put down component,8313,2093,69.84,0.36,P09_R03,11,Put down component,OP030,R03,P09
8889,2238,74.68,[OP030] Place LARD on P360-1 (x2),8423,2121,70.76,3.92,P09_R03,12,Assemble system,OP030,R03,P09
9037,2275,75.92,[OP030] Catch component,8908,2243,74.84,1.08,P09_R03,10,Take component,OP030,R03,P09
9199,2316,77.28,[OP030] Catch component,9061,2281,76.12,1.16,P09_R03,10,Take component,OP030,R03,P09
9318,2346,78.28,[OP030] Place FIXT on LARD (x2),9199,2316,77.28,1.0,P09_R03,12,Assemble system,OP030,R03,P09
9575,2411,80.44,[OP030] Place PAL4019 on FIXT (x2),9318,2346,78.28,2.16,P09_R03,12,Assemble system,OP030,R03,P09
9742,2453,81.84,[OP030] Catch component,9585,2413,80.52,1.32,P09_R03,10,Take component,OP030,R03,P09
10004,2519,84.04,[OP030] Catch component,9870,2485,82.92,1.12,P09_R03,10,Take component,OP030,R03,P09
10142,2553,85.2,[OP030] Catch component,10004,2519,84.04,1.16,P09_R03,10,Take component,OP030,R03,P09
10170,2561,85.44,[OP030] Place FIXT on LARD (x2),10142,2553,85.2,0.24,P09_R03,12,Assemble system,OP030,R03,P09
10275,2587,86.32,[OP030] Place PAL4019 on FIXT (x2),10170,2561,85.44,0.88,P09_R03,12,Assemble system,OP030,R03,P09
10442,2629,87.72,[OP030] Catch component,10275,2587,86.32,1.4,P09_R03,10,Take component,OP030,R03,P09
10723,2700,90.08,[OP030] Take screwdriver,10565,2660,88.76,1.32,P09_R03,4,Take screwdriver,OP030,R03,P09
11303,2846,94.96,[OP030] Screw PAL4019 with B820 (x2),10765,2710,90.44,4.52,P09_R03,12,Assemble system,OP030,R03,P09
11889,2993,99.88,[OP030] Screw PAL4019 with B820 (x2),11508,2897,96.68,3.2,P09_R03,12,Assemble system,OP030,R03,P09
12022,3027,101.0,[OP030] Put down screwdriver,11903,2997,100.0,1.0,P09_R03,5,Put down screwdriver,OP030,R03,P09
12289,3094,103.24,[OP030] Catch Cover CAPO (x2),12037,3031,101.12,2.12,P09_R03,6,Picking in front,OP030,R03,P09
